"common_name","year","count"
"Canada Goose",1999,1.47402597402597
"Canada Goose",2000,4.06617326948193
"Canada Goose",2001,1.92370572207084
"Canada Goose",2002,4.55722423614707
"Canada Goose",2003,2.47916666666667
"Canada Goose",2004,2.91555555555556
"Canada Goose",2005,2.24378881987578
"Canada Goose",2006,2.16838279830406
"Canada Goose",2007,1.87628865979381
"Canada Goose",2008,2.62903225806452
"Canada Goose",2009,2.49227600411946
"Canada Goose",2010,1.77189409368635
"Canada Goose",2011,2.5503355704698
"Canada Goose",2012,1.75
"Canada Goose",2013,0.524891774891775
"Canada Goose",2014,1.03151862464183
"Canada Goose",2015,0.910201588271228
"Canada Goose",2016,0.724009900990099
"Canada Goose",2017,1.07874015748032
"Canada Goose",2018,0.873269435569755
"Canada Goose",2019,0.916666666666667
"Canada Goose",2020,0.651260504201681
"Canada Goose",2021,1.84808144087706
"Canada Goose",2022,1.39458030403172
"Canada Goose",2023,0.773229369720598
"Canada Goose",2024,0.89760348583878
"Mute Swan",1999,0
"Mute Swan",2000,0
"Mute Swan",2001,0
"Mute Swan",2002,0
"Mute Swan",2003,0
"Mute Swan",2004,0
"Mute Swan",2005,0
"Mute Swan",2006,0
"Mute Swan",2007,0
"Mute Swan",2008,0.0122174709835064
"Mute Swan",2009,0.00618811881188119
"Mute Swan",2010,0
"Mute Swan",2011,0
"Mute Swan",2012,0
"Mute Swan",2013,0
"Mute Swan",2014,0
"Mute Swan",2015,0
"Mute Swan",2016,0
"Mute Swan",2017,0
"Mute Swan",2018,0
"Mute Swan",2019,0
"Mute Swan",2020,0
"Mute Swan",2021,0
"Mute Swan",2022,0
"Mute Swan",2023,0
"Mute Swan",2024,0
"Wood Duck",1999,0.189393939393939
"Wood Duck",2000,0.358166189111748
"Wood Duck",2001,0.354306658521686
"Wood Duck",2002,0.476485148514852
"Wood Duck",2003,0.503937007874016
"Wood Duck",2004,0.468583599574015
"Wood Duck",2005,0.322916666666667
"Wood Duck",2006,0.378151260504202
"Wood Duck",2007,0.634299138606108
"Wood Duck",2008,0.185062789160608
"Wood Duck",2009,0.402858999350227
"Wood Duck",2010,0.4880174291939
"Wood Duck",2011,0.116883116883117
"Wood Duck",2012,0.148019155420113
"Wood Duck",2013,0.185286103542234
"Wood Duck",2014,0.559295701708959
"Wood Duck",2015,0.215277777777778
"Wood Duck",2016,0.257777777777778
"Wood Duck",2017,0.194099378881988
"Wood Duck",2018,0.0908540278619019
"Wood Duck",2019,0.164948453608247
"Wood Duck",2020,0.693548387096774
"Wood Duck",2021,0.803295571575695
"Wood Duck",2022,0.251188051595384
"Wood Duck",2023,0.545302013422819
"Wood Duck",2024,0.346774193548387
"Blue-winged Teal",1999,0
"Blue-winged Teal",2000,0
"Blue-winged Teal",2001,0
"Blue-winged Teal",2002,0
"Blue-winged Teal",2003,0
"Blue-winged Teal",2004,0
"Blue-winged Teal",2005,0.0261210274270788
"Blue-winged Teal",2006,0
"Blue-winged Teal",2007,0
"Blue-winged Teal",2008,0
"Blue-winged Teal",2009,0
"Blue-winged Teal",2010,0
"Blue-winged Teal",2011,0
"Blue-winged Teal",2012,0
"Blue-winged Teal",2013,0
"Blue-winged Teal",2014,0
"Blue-winged Teal",2015,0.0135777325186694
"Blue-winged Teal",2016,0
"Blue-winged Teal",2017,0
"Blue-winged Teal",2018,0
"Blue-winged Teal",2019,0
"Blue-winged Teal",2020,0
"Blue-winged Teal",2021,0
"Blue-winged Teal",2022,0
"Blue-winged Teal",2023,0.053248136315229
"Blue-winged Teal",2024,0
"Northern Shoveler",1999,0
"Northern Shoveler",2000,0
